pop1 ecotype1 pop2 ecotype2 region1 region2 geography_strict geography_relaxed group_strict group_relaxed intercept recomb_rate ds gene_count
pax benthic sk marine bc ns allo allo allo_D allo_D -4.03019113676207 -0.612672112532358 0.48367926285911 0.0254400782679087
pax benthic sr marine bc ns allo allo allo_D allo_D -3.69808022125145 -0.589783942278383 0.060086254148935 0.0433564422117106
pax benthic sr white bc ns allo allo allo_D allo_D -4.323514082217 -0.409668780188863 0.65728807875932 0.00907416880670908
pax benthic stl lake bc or allo allo allo_D allo_D -2.79051312251445 -0.268889236700649 -0.730179486091618 0.0688660489353004
pax benthic wc stream bc or allo allo allo_D allo_D -5.12105484604245 -0.141362366582271 1.0086291890149 -0.0606548420739623
pax limnetic al marine bc ns allo allo allo_D allo_D -4.16178278016944 -0.213301962393597 0.283995721015718 -0.022403678245466
pax limnetic bea lake bc al allo allo allo_D allo_D -3.57311324287078 -0.181582264878887 -0.488229956071968 -0.001506066112433
pax limnetic boot lake bc bc allo para allo_D para_D -4.90116556834306 -0.127908766731467 1.08208848082661 -0.065585292708864
pax limnetic boot stream bc bc allo para allo_D para_D -3.95466434524642 -0.582731685541686 0.520991246983356 -0.0488651388353566
pax limnetic cl marine bc ns allo allo allo_D allo_D -3.8936508601618 -0.161760049318092 0.157707213624121 -0.0767989929532789
pax limnetic cl white bc ns allo allo allo_D allo_D -3.88989609552763 -0.200092566352065 0.146015900934926 -0.102020445648415
pax limnetic constance lake bc sl allo allo allo_D allo_D -5.74761395251936 -0.170892314583575 0.865753588346654 0.130345505620228
pax limnetic constance stream bc sl allo allo allo_D allo_D -4.36055760848475 -0.161005773179983 0.0891486871030794 0.0406928547890436
pax limnetic cp marine bc ns allo allo allo_D allo_D -3.65253068783166 -0.192748363679486 -0.0977057037801756 -0.0326548558114376
pax limnetic cr stream bc or allo allo allo_D allo_D -3.77845791070821 -0.29847940392079 0.367445156281806 0.0322880461190517
pax limnetic cs marine bc or allo allo allo_D allo_D -4.56904717926447 -0.275274518300456 0.806219770702865 -0.0136538263654921
pax limnetic denmark marine bc ne allo allo allo_D allo_D -5.26895156129331 -0.186567928142472 0.729668971213896 -0.0148094641791883
pax limnetic geneva lake bc sl allo allo allo_D allo_D -5.19735292891971 -0.110010252745252 0.744267215536411 0.0692950807551724
pax limnetic geneva stream bc sl allo allo allo_D allo_D -5.5058845543217 -0.126742416621893 1.0850866090231 0.0793199641146338
pax limnetic hadsten lake bc ne allo allo allo_D allo_D -5.00998673580518 -0.0331408820841204 0.496128887509719 0.0466890741354643
pax limnetic hald lake bc ne allo allo allo_D allo_D -5.83674113018115 -0.0366009656839162 0.635406642254522 0.0957537090450001
pax limnetic japan japansea bc jp allo allo allo_D allo_D -4.27803095148321 -0.787782713874487 0.516412998051615 -0.558940068750945
pax limnetic japan marine bc jp allo allo allo_D allo_D -3.26320602432871 -0.383578756934209 0.325798296410112 -0.123917912141164
pax limnetic joes lake bc bc allo para allo_D para_D -5.60630787870659 -0.102923960690687 0.825605288911385 0.103608975980097
pax limnetic joes stream bc bc allo para allo_D para_D -5.41060617580163 -0.208876026277841 0.455976638264907 0.148992863156398
pax limnetic litcampbell marine bc bc allo para allo_D para_D -6.41794187614595 -0.0170229203870029 0.870379528794795 0.116500388809029
pax limnetic ln marine bc ns allo allo allo_D allo_D -3.30228630863051 -0.232618339393041 -0.53100870387114 -0.0322220857811513
pax limnetic lq benthic bc bc allo para allo_D para_D -2.1033759571911 -1.08864192729188 -1.08430533839613 0.0370188946911518
pax limnetic lq limnetic bc bc allo para allo_S para_S -2.62435299398584 -0.19977398726502 -1.71960561822151 -0.0248855080477809
pax limnetic mariager marine bc ne allo allo allo_D allo_D -5.37333995688568 -0.0679785168484403 0.931188154052415 0.0192455164998234
pax limnetic mh marine bc ns allo allo allo_D allo_D -4.26837822909007 -0.0807542508464598 0.0789772667901531 -0.0622719887887658
pax limnetic mh white bc ns allo allo allo_D allo_D -4.29534317038558 -0.23759583655856 0.334032118262616 0.00112890940695066
pax limnetic misty lake bc bc allo para allo_D para_D -3.64386740820924 -0.171209751420823 -0.266352723942727 -0.00887292683643365
pax limnetic misty stream bc bc allo para allo_D para_D -3.56353678468573 -0.109072862525143 -0.225587543701589 -0.0804141545773175
pax limnetic ms marine bc or allo allo allo_D allo_D -3.78486488893902 -0.236352384699951 0.0116465054704701 -0.0400502101959035
pax limnetic mud lake bc al allo allo allo_D allo_D -5.33160750746815 0.0279465005380882 0.599438417336744 0.0355820696134705
pax limnetic pax benthic bc bc para para para_D para_D -0.955178458620024 -1.85632174057968 -1.21690201294041 -0.0183860713525107
pax limnetic pcr lake bc or allo allo allo_D allo_D -2.77999922243622 -0.323669915217399 -0.870520555507906 -0.0608491578591523
pax limnetic pl lake bc or allo allo allo_D allo_D -4.31771287370494 -0.371443010730834 0.909804291259869 0.0508999634187978
pax limnetic rab marine bc al allo allo allo_D allo_D -4.55253475297824 0.0446811489936514 0.541563014347513 -0.232849182565414
pax limnetic rb stream bc or allo allo allo_D allo_D -5.31192492107726 -0.0396504667903297 0.474917738546421 -0.0988719201857586
pax limnetic res marine bc al allo allo allo_D allo_D -3.43710546341788 -0.112148293964417 -0.898859441329417 0.017215831680423
pax limnetic roberts lake bc bc allo para allo_D para_D -4.3761718411337 -0.484733434664615 0.00799555965332415 0.123817391957236
pax limnetic roberts stream bc bc allo para allo_D para_D -5.2827949383568 -0.386921855879185 0.0927140155493079 0.173232166957602
pax limnetic sj marine bc or allo allo allo_D allo_D -2.97388224417981 -0.332127249104588 -0.807607320265194 -0.0168156956370411
pax limnetic sk marine bc ns allo allo allo_D allo_D -5.12300739721301 -0.1397584450663 0.502427127779588 0.0535914520736698
pax limnetic sr marine bc ns allo allo allo_D allo_D -3.72162995432812 -0.145834564435197 -0.0365310740145253 -0.093717994193457
pax limnetic sr white bc ns allo allo allo_D allo_D -4.37365981865054 -0.171066182048206 0.282093492433387 -0.0225131336152766
pax limnetic stl lake bc or allo allo allo_D allo_D -3.61102866233043 -0.306007493617388 0.255834066832327 0.0374821920816339
pax limnetic wc stream bc or allo allo allo_D allo_D -4.224539830919 -0.162142945265253 0.525111139774183 -0.0611846710920768
pcr lake al marine or ns allo allo allo_D allo_D -1.86586130610748 -0.174074087269843 -3.07572743601404 0.0240649976313159
pcr lake bea lake or al allo allo allo_S allo_S -3.60952225244513 -0.0298182248123962 -0.440519616356607 -0.128676356633842
pcr lake boot lake or bc allo allo allo_S allo_S -4.68812300877937 -0.369249338919091 1.01098180438148 -0.101884361806704
pcr lake boot stream or bc allo allo allo_D allo_D -5.06004716212538 -0.196252324765379 1.01975626322775 -0.0515738199990113
pcr lake cl marine or ns allo allo allo_D allo_D -4.10451988833423 -0.0448499872725337 -1.12758052301964 0.0786611847565244
pcr lake cl white or ns allo allo allo_D allo_D -1.99564578351965 -0.254073261378552 -2.38780673530979 -0.0255652168561444
pcr lake constance lake or sl allo allo allo_S allo_S -3.62991274764303 -0.0897693478545849 -0.0774184635381249 -0.286488944567641
pcr lake constance stream or sl allo allo allo_D allo_D -3.44242242413026 -0.250498668787045 0.08696819922342 -0.308146063987528
pcr lake cp marine or ns allo allo allo_D allo_D -1.88627321512854 -0.24462483716111 -2.24584331927454 -0.070526845818178
pcr lake denmark marine or ne allo allo allo_D allo_D -3.36096165379941 -0.037192131083587 -1.33333293610677 0.0163116097575465
pcr lake geneva lake or sl allo allo allo_S allo_S -4.78244648854746 -0.116801088668243 0.435320502875501 -0.0718483115808436
pcr lake geneva stream or sl allo allo allo_D allo_D -4.08638547249867 -0.120361036227435 0.0694606344857862 -0.135275336803181
pcr lake hadsten lake or ne allo allo allo_S allo_S -4.33116491542398 -0.0921228066582446 0.649374824714412 -0.183674539861588
pcr lake hald lake or ne allo allo allo_S allo_S -4.73981757570917 -0.0682629568902953 0.853206191603803 -0.13904969694955
pcr lake japan japansea or jp allo allo allo_D allo_D -3.56540120720745 -0.79625207937299 0.268156690939819 -0.201688432294199
pcr lake japan marine or jp allo allo allo_D allo_D -2.49238965690151 -0.33196507500226 -1.04514024857428 -0.0645801244065738
pcr lake joes lake or bc allo allo allo_S allo_S -4.48310670452654 -0.196107584763922 0.398987272649278 -0.058862245399293
pcr lake joes stream or bc allo allo allo_D allo_D -5.29783344614878 -0.10661116670994 0.98476506357647 -0.060792680977932
pcr lake litcampbell marine or bc allo allo allo_D allo_D -4.13868279435308 0.000154762224679434 -0.0643212936891994 -0.378435538190393
pcr lake ln marine or ns allo allo allo_D allo_D -2.07549327596387 -0.240168743226288 -2.22908631007692 -0.0654031382104984
pcr lake mariager marine or ne allo allo allo_D allo_D -4.33471757440159 -0.0290374433338963 0.472555632589219 -0.106229354197011
pcr lake mh marine or ns allo allo allo_D allo_D -3.51653101136232 -0.0709888409919342 -2.31362792225525 0.112619492659566
pcr lake mh white or ns allo allo allo_D allo_D -4.28472708442734 -0.0294574219571495 -1.47552236216962 0.107650954150606
pcr lake misty lake or bc allo allo allo_S allo_S -4.92081024701296 -0.24988599526995 0.742480715685793 0.0102806882220365
pcr lake misty stream or bc allo allo allo_D allo_D -5.1590935133339 -0.162547521470517 0.906278368175046 -0.035288609718283
pcr lake mud lake or al allo allo allo_S allo_S -3.91396013234256 -0.0407300316497796 0.278107471054781 -0.170610240142378
pcr lake pl lake or or allo para allo_S para_S -5.3397768623727 -0.0929388418654346 0.578929181682566 -0.0381420068556355
pcr lake rab marine or al allo allo allo_D allo_D -3.44802006439497 0.0266155786988828 -1.18888418754837 -0.0715612975235564
pcr lake rb stream or or allo para allo_D para_D -3.363246441308 -0.49712383984048 -0.542604323031601 -0.0652806143359168
pcr lake res marine or al allo allo allo_D allo_D -4.05297969340407 -0.00505817572522397 0.0835594625723829 -0.186921776509335
pcr lake roberts lake or bc allo allo allo_S allo_S -4.76610319320633 -0.110294014954305 0.528598982203111 -0.0150474010971719
pcr lake roberts stream or bc allo allo allo_D allo_D -5.18955222750075 -0.113218755161439 0.784783979833412 -0.0256513067283691
pcr lake sj marine or or allo para allo_D para_D -3.69087330957576 -0.654428593055586 0.602939511192073 -0.198442354588641
pcr lake sk marine or ns allo allo allo_D allo_D -4.02748404529313 -0.0331384902411962 -1.11335966905069 0.0308783492831543
pcr lake sr marine or ns allo allo allo_D allo_D -3.31998276557353 -0.0599436304656965 -1.34072853170283 -0.0599177839148765
pcr lake sr white or ns allo allo allo_D allo_D -1.22961229942342 -0.253086561462782 -3.13466431349951 -0.0471293501734597
pcr lake stl lake or or allo para allo_S para_S -5.0579248132173 -0.142068547102868 0.720345604812864 -0.0255875031854806
pcr lake wc stream or or allo para allo_D para_D -5.02021173117234 -0.530011121882906 1.40640075164894 -0.122741372401347
pl lake al marine or ns allo allo allo_D allo_D -3.45352334706504 -0.126640123262705 0.0818350676414084 0.00525677508909547
pl lake bea lake or al allo allo allo_S allo_S -3.87580931554987 -0.120524183518974 0.0385679414375362 -0.0779249137247757
pl lake boot lake or bc allo allo allo_S allo_S -4.9397468941345 -0.211671059173584 0.956650439366027 -0.0025464908668783
pl lake boot stream or bc allo allo allo_D allo_D -4.73312083263892 -0.0518931751266574 0.94504787250074 -0.177791868190004
pl lake cl marine or ns allo allo allo_D allo_D -3.33436472336517 -0.0584043026881707 -0.436087783033603 0.0715165512748289
pl lake cl white or ns allo allo allo_D allo_D -3.19877192858561 -0.129450882554871 -0.135528652928331 -0.00079120477757005
pl lake constance lake or sl allo allo allo_S allo_S -3.86315619574826 -0.137194016881326 0.211013336748676 -0.0955244319913796
pl lake constance stream or sl allo allo allo_D allo_D -3.04188089864595 -0.200225100178269 -0.553972524650703 -0.109989828023764
pl lake cp marine or ns allo allo allo_D allo_D -2.29030755932448 -0.448208703940495 -0.332464332621446 0.00753429628266767
pl lake denmark marine or ne allo allo allo_D allo_D -3.85124049389395 -0.0784128292494094 0.370175125440622 -0.0563628078401181
pl lake geneva lake or sl allo allo allo_S allo_S -3.62378000731061 -0.143190528409444 0.0486071465527099 -0.146377647033018
pl lake geneva stream or sl allo allo allo_D allo_D -3.12392763446491 -0.220840941773566 -0.318770011333359 -0.0960684520575585
pl lake hadsten lake or ne allo allo allo_S allo_S -3.03587691391758 -0.329956502749493 -0.0796787776862213 -0.246092988949795
pl lake hald lake or ne allo allo allo_S allo_S -3.10313939640473 -0.328805184946477 -0.171151333366849 -0.161279202387667
pl lake japan japansea or jp allo allo allo_D allo_D -3.37771807149935 -0.0572309250769343 -0.303116045089756 -0.279563431700235
pl lake japan marine or jp allo allo allo_D allo_D -2.73130787722639 -0.938352439538414 -0.421543684032418 -0.0785737437474206
pl lake joes lake or bc allo allo allo_S allo_S -4.69476841848239 -0.151945801098407 1.01326872927306 -0.13693184211019
pl lake joes stream or bc allo allo allo_D allo_D -4.0408893113541 -0.0798187671675315 0.415092569655191 -0.213004750254574
pl lake litcampbell marine or bc allo allo allo_D allo_D -2.84173215566048 0.0141984673328553 -0.99321808978768 -0.0433179300484639
pl lake ln marine or ns allo allo allo_D allo_D -2.88938498755014 -0.149535006362323 -0.286564076459179 -0.0182430108644145
pl lake mariager marine or ne allo allo allo_D allo_D -3.44923399260142 -0.312658336672284 0.245494266493318 -0.17901092795563
pl lake mh marine or ns allo allo allo_D allo_D -3.73444711822386 -0.0679776091894175 0.16812279690955 0.0063288792309429
pl lake mh white or ns allo allo allo_D allo_D -3.7098775865987 -0.103539426529257 0.611847943175056 -0.0577984219577385
pl lake misty lake or bc allo allo allo_S allo_S -4.56546410905615 -0.493530149196675 0.233702362499116 0.0148551925520737
pl lake misty stream or bc allo allo allo_D allo_D -4.59585709793275 -0.275831590228157 0.0924281995680089 -0.0196374715487885
pl lake mud lake or al allo allo allo_S allo_S -3.05348553767383 -0.173816630711812 -0.917532054017302 -0.0939372460605212
pl lake rab marine or al allo allo allo_D allo_D -2.34691011163894 -0.273509828824589 -1.02100097094725 0.01020932585082
pl lake rb stream or or allo para allo_D para_D -3.28416130858917 -0.0240508851525592 -0.707876838521439 -0.151733799148491
pl lake res marine or al allo allo allo_D allo_D -3.89952893104242 -0.106500432761238 -0.191465318362293 -0.0372456557047188
pl lake roberts lake or bc allo allo allo_S allo_S -5.38732042320834 -0.36010973610442 0.996439915312084 -0.0147821998102775
pl lake roberts stream or bc allo allo allo_D allo_D -4.267268509506 -0.211175580577906 -0.017141666692937 -0.123163637018848
pl lake sj marine or or allo para allo_D para_D -4.54208271651939 -0.377085254186735 0.882872520315823 -0.199337042663044
pl lake sk marine or ns allo allo allo_D allo_D -2.98360951860781 -0.0983468504548395 -0.251408937523449 -0.0538820329936707
pl lake sr marine or ns allo allo allo_D allo_D -2.95328086634704 -0.113222133233817 -0.441014099964368 0.00385787987102115
pl lake sr white or ns allo allo allo_D allo_D -2.89282568492283 -0.138719577711868 0.0140983682647663 -0.0880984462670759
pl lake stl lake or or allo para allo_S para_S -4.42674546125259 0.0238997432038347 -0.0500408785248203 -0.373685168138203
pl lake wc stream or or allo para allo_D para_D -4.11727636500094 -0.252886086329287 0.0101889139342554 -0.0620299275145073
pri benthic al marine bc ns allo allo allo_D allo_D -2.72670938633571 -1.2242162437044 -0.323113564314422 0.0705466253521138
pri benthic bea lake bc al allo allo allo_D allo_D -2.28035277382763 -0.382884795209049 -1.64707349610055 -0.0159327127577093
pri benthic boot lake bc bc allo para allo_D para_D -3.61295044526422 -0.402958233013743 -0.151885054485847 0.030107128035909
pri benthic boot stream bc bc allo para allo_D para_D -4.23806908590648 -0.500304711010524 0.626496617755267 -0.0183226190545474
pri benthic cl marine bc ns allo allo allo_D allo_D -2.64083082847875 -1.2059701355224 -0.486832490309188 -0.0215282050124344
pri benthic cl white bc ns allo allo allo_D allo_D -2.84756000925411 -0.929858051750885 -0.161009522906382 -0.00526116657387185
pri benthic constance lake bc sl allo allo allo_D allo_D -2.52044291476694 -0.623841544768954 -0.889606847936848 0.00919041912907606
pri benthic constance stream bc sl allo allo allo_D allo_D -2.66222268804931 -0.623672724343936 -0.73127438896721 0.00912692053221556
pri benthic cp marine bc ns allo allo allo_D allo_D -3.1583995186187 -1.00854916791106 0.425170463751372 -0.00939798533321041
pri benthic cr stream bc or allo allo allo_D allo_D -2.61738005835717 -0.308031410538229 -0.901536315178592 0.0130786649578341
pri benthic cs marine bc or allo allo allo_D allo_D -4.32416666670783 -0.674611237082675 0.887412329461154 0.0238455197213969
pri benthic denmark marine bc ne allo allo allo_D allo_D -3.72681987517301 -0.374838610484883 -0.25544850152021 -0.0565767427129787
pri benthic geneva lake bc sl allo allo allo_D allo_D -2.72177411543986 -0.614228555285278 -1.19831260961713 0.05215085080497
pri benthic geneva stream bc sl allo allo allo_D allo_D -2.93383537232578 -0.207795553608942 -1.40945325472109 0.051205846328389
pri benthic hadsten lake bc ne allo allo allo_D allo_D -3.66016240622513 -0.0126454968350721 -0.819734874361353 0.000782553841553085
pri benthic hald lake bc ne allo allo allo_D allo_D -3.92827004800354 -0.360102646243184 0.099703983649637 0.0102405370561966
pri benthic japan japansea bc jp allo allo allo_D allo_D -5.5505728778946 -0.351363935233202 1.21707664643474 -0.189299691589969
pri benthic japan marine bc jp allo allo allo_D allo_D -2.57115786755071 -0.94302358068995 0.127483954726279 -0.0574067526003603
pri benthic joes lake bc bc allo para allo_D para_D -6.02459446620369 -0.0388083882946562 1.30836647572426 0.0593797071047541
pri benthic joes stream bc bc allo para allo_D para_D -7.48437329362907 -0.0282684570838088 1.90757937967214 0.149130941231096
pri benthic litcampbell marine bc bc allo para allo_D para_D -2.75131516563731 -0.889111669612845 -0.0994908433537533 0.0298867146975916
pri benthic ln marine bc ns allo allo allo_D allo_D -3.42080521648238 -1.00770058372903 0.547720827695563 0.0140318785515943
pri benthic lq benthic bc bc allo para allo_S para_S -3.20838883174065 -0.374386071740076 -0.903450938572216 0.000769428238882719
pri benthic lq limnetic bc bc allo para allo_D para_D -2.62653452581751 -0.88474114350212 -0.310622405073717 -0.0325916114287186
pri benthic mariager marine bc ne allo allo allo_D allo_D -4.23259594871326 -0.132219735903634 -0.55186958416687 0.0446757152291179
pri benthic mh marine bc ns allo allo allo_D allo_D -3.45505719614427 -0.776045469149196 -0.128027409196913 0.0491141523535883
pri benthic mh white bc ns allo allo allo_D allo_D -3.63521199407684 -0.827977221944035 -0.207466161021816 0.0292254531861205
pri benthic misty lake bc bc allo para allo_D para_D -4.0674628499472 -0.53476209182757 0.601054177674326 0.0235872272394268
pri benthic misty stream bc bc allo para allo_D para_D -3.60821835195069 -0.350102482524585 -0.13863574247208 -0.0121347332742051
pri benthic ms marine bc or allo allo allo_D allo_D -3.32575748267537 -0.741891085589819 0.291019539944675 -0.044247610274309
pri benthic mud lake bc al allo allo allo_D allo_D -4.55056442360529 0.0307992499482766 -0.643867384229019 0.105139547976312
pri benthic pax benthic bc bc allo para allo_S para_S -7.08185956871701 -0.249233817313382 1.67326643718728 0.144899478756285
pri benthic pax limnetic bc bc allo para allo_D para_D -2.0070848106372 -1.58773384783746 -0.450830201512855 0.0221868800203337
pri benthic pcr lake bc or allo allo allo_D allo_D -3.05781080306643 -0.20083785196115 -0.760796994694816 -0.152855679113217
pri benthic pl lake bc or allo allo allo_D allo_D -2.51479300118823 -0.548425318968057 -0.475970117400707 -0.0128933395278739
pri benthic rab marine bc al allo allo allo_D allo_D -3.14231926535177 0.0433401109684063 -1.58259882027658 -0.0444689564000104
pri benthic rb stream bc or allo allo allo_D allo_D -5.5108112894068 -0.0296281095181373 0.650599419365451 0.031189280151021
pri benthic res marine bc al allo allo allo_D allo_D -3.45345086713694 -0.299680411709337 -0.994741124179582 0.116856114839229
pri benthic roberts lake bc bc allo para allo_D para_D -3.47047568019141 -0.448130201329393 -0.385563470378765 0.0152747658289602
pri benthic roberts stream bc bc allo para allo_D para_D -4.55020605240189 -0.361399019090137 0.389537425139959 0.0226722266398994
pri benthic sj marine bc or allo allo allo_D allo_D -4.026942821045 -0.348881490099667 0.531557425214803 -0.0852973727398335
pri benthic sk marine bc ns allo allo allo_D allo_D -3.75750513264747 -1.06566396554187 0.67280552584167 0.0309596282569951
pri benthic sr marine bc ns allo allo allo_D allo_D -3.55522402511252 -0.911589325980108 0.518301297301093 0.0140196647032586
pri benthic sr white bc ns allo allo allo_D allo_D -3.83729063047139 -0.904882179020239 0.932986407915422 -0.00813113269021576
pri benthic stl lake bc or allo allo allo_D allo_D -2.39575232461742 -0.444775914950219 -0.841352000512437 0.00189405112347954
pri benthic wc stream bc or allo allo allo_D allo_D -3.53714181307516 -0.453736245426581 -0.534078308446049 0.0699112590851582
pri limnetic al marine bc ns allo allo allo_D allo_D -3.77916992880003 -0.106072772489025 -0.222768265863057 -0.0423230583677154
pri limnetic bea lake bc al allo allo allo_D allo_D -4.1716769301243 -0.317670538877806 0.774797851495266 -0.0883732466999912
pri limnetic boot lake bc bc allo para allo_D para_D -3.47914574084423 -0.1998706879495 -0.178802441630579 -0.0865183483554007
pri limnetic boot stream bc bc allo para allo_D para_D -1.96454411086569 -0.221562605236684 -1.56836237464992 -0.156901325222295
pri limnetic cl marine bc ns allo allo allo_D allo_D -3.61121833669754 -0.125006324458439 0.0275099676973586 -0.119934780968478
pri limnetic cl white bc ns allo allo allo_D allo_D -3.63660334234131 -0.115313472486372 -0.311263011553857 -0.0724777691131946
pri limnetic constance lake bc sl allo allo allo_D allo_D -4.1293309130368 -0.160983593678506 0.51581300019242 -0.075518929850396
pri limnetic constance stream bc sl allo allo allo_D allo_D -3.50829581525822 -0.245159366694438 0.0412370311503077 -0.0795581674397511
pri limnetic cp marine bc ns allo allo allo_D allo_D -3.52210502925795 -0.196007945069786 -0.363085674869567 -0.0369144587278584
pri limnetic cr stream bc or allo allo allo_D allo_D -3.72034761826296 -0.794496767436962 1.04553782094831 -0.0486408811309064
pri limnetic cs marine bc or allo allo allo_D allo_D -5.08833857434383 -0.243551519568851 1.52297973597298 -0.0658073839234901
pri limnetic denmark marine bc ne allo allo allo_D allo_D -5.16470192251609 -0.187927258523323 0.930373620285656 0.0123457491409522
pri limnetic geneva lake bc sl allo allo allo_D allo_D -3.80716211452541 -0.19853688694293 0.20910980884118 -0.0959089246847577
pri limnetic geneva stream bc sl allo allo allo_D allo_D -3.69299870077868 -0.274847962502128 0.14634023903291 -0.0658147751812425
pri limnetic hadsten lake bc ne allo allo allo_D allo_D -3.75016332183715 0.0115257708890533 0.0853075911204498 -0.233610715828152
pri limnetic hald lake bc ne allo allo allo_D allo_D -3.79863139472849 -0.129110409090809 0.631893081142129 -0.296284753489248
pri limnetic japan japansea bc jp allo allo allo_D allo_D -6.72951292266582 -0.662510355271786 1.68053120043689 0.0245104431762866
pri limnetic japan marine bc jp allo allo allo_D allo_D -3.4972027280105 -0.174133789093361 -0.449012934196899 0.000604132848008043
pri limnetic joes lake bc bc allo para allo_D para_D -4.28433856224797 0.0319018203578956 -0.366417233546953 -0.00174867609029353
pri limnetic joes stream bc bc allo para allo_D para_D -4.72494176959767 -0.056465745147164 0.608246744699103 -0.066272114372103
pri limnetic litcampbell marine bc bc allo para allo_D para_D -5.24147230360835 -0.148695383501214 0.472633816023951 0.0931568888886932
pri limnetic ln marine bc ns allo allo allo_D allo_D -3.20306293419399 -0.0881597386383383 -0.921475397711635 -0.0357484799491961
pri limnetic lq benthic bc bc allo para allo_D para_D -2.57474209571077 -1.53334171474448 -0.0405825574896769 0.0222617407897262
pri limnetic lq limnetic bc bc allo para allo_S para_S -2.53162866915221 -0.459813156079176 -1.40601776814678 -0.00359573413204503
pri limnetic mariager marine bc ne allo allo allo_D allo_D -3.0728912289195 -0.115441718738147 -0.535703584804791 -0.226218455203737
pri limnetic mh marine bc ns allo allo allo_D allo_D -3.83838378117488 -0.0782290862328689 -0.137510182787931 -0.0699043830448729
pri limnetic mh white bc ns allo allo allo_D allo_D -4.09935789413267 -0.223829687123084 0.47735308713209 -0.116798747461282
pri limnetic misty lake bc bc allo para allo_D para_D -2.88838416073799 -0.658762749428843 0.247320887424185 -0.191468893805862
pri limnetic misty stream bc bc allo para allo_D para_D -2.30424964477793 -0.713788207132126 -0.595432900406743 -0.125404365643145
pri limnetic ms marine bc or allo allo allo_D allo_D -4.10943055247537 -0.427352073690443 0.607142770692636 0.0166122106519468
pri limnetic mud lake bc al allo allo allo_D allo_D -3.65235563305839 0.017463659883028 -0.932130184704512 0.0345666509090709
pri limnetic pax benthic bc bc allo para allo_D para_D -2.37440086225666 -1.20472364826739 -0.0725110100536906 -0.0679114291858737
pri limnetic pax limnetic bc bc allo para allo_S para_S -3.80619581820445 -0.577960624669611 -0.0682436485009822 -0.0579512826955677
pri limnetic pcr lake bc or allo allo allo_D allo_D -4.16381383069055 -0.241722570140745 0.635040838225338 -0.0775311304260931
pri limnetic pl lake bc or allo allo allo_D allo_D -3.33372405458277 -0.76157436781779 0.775471537977346 -0.0406070729597328
pri limnetic pri benthic bc bc para para para_D para_D -3.03520616615028 -1.33242109341919 0.574434344504466 0.00726047469923218
pri limnetic rab marine bc al allo allo allo_D allo_D -3.60722058143499 0.0524669665452676 -1.15274401362328 -0.0931730515001365
pri limnetic rb stream bc or allo allo allo_D allo_D -5.0958381126271 -0.0522454841737321 1.18470908841763 -0.178680647801494
pri limnetic res marine bc al allo allo allo_D allo_D -2.88961403506673 -0.195030344804749 -1.24625204534093 0.0336114908981072
pri limnetic roberts lake bc bc allo para allo_D para_D -1.61776529633362 -0.323865488139489 -2.54062595286466 -0.0180302942531679
pri limnetic roberts stream bc bc allo para allo_D para_D -2.95386556378572 -0.507990087658641 -0.742041447020017 -0.0268592252434742
pri limnetic sj marine bc or allo allo allo_D allo_D -4.72536908659601 -0.174502709674028 0.989771518739964 -0.068483986912851
pri limnetic sk marine bc ns allo allo allo_D allo_D -4.04343171677768 -0.0967617925972807 0.115808452246137 -0.0641797543815674
pri limnetic sr marine bc ns allo allo allo_D allo_D -3.55380197749877 -0.0935000692119763 -0.452496659826414 -0.0413248694918525
pri limnetic sr white bc ns allo allo allo_D allo_D -3.71232205493248 -0.0724456799279981 -0.443687864040792 -0.0619365809071261
pri limnetic stl lake bc or allo allo allo_D allo_D -2.89661832971859 -0.863646546701434 0.530401285798526 -0.091485542839146
pri limnetic wc stream bc or allo allo allo_D allo_D -4.13592974191522 -0.238162302205959 0.764830259900428 -0.0771333936642082
rab marine al marine al ns allo allo allo_S allo_S -3.47028176074558 0.0346754891439317 -1.78699029872239 0.0262071029941324
rab marine boot lake al bc allo allo allo_D allo_D -5.55621822392176 0.0333750600917375 0.154315300568614 0.0597911868129485
rab marine boot stream al bc allo allo allo_D allo_D -3.19597640222043 0.0363971514906771 -2.04086165312894 -0.0349965049688787
rab marine cl marine al ns allo allo allo_S allo_S -2.77295675269634 0.0536604251256704 -2.98787264845852 0.0452622424311891
rab marine cl white al ns allo allo allo_D allo_D -3.60524522747576 0.0320140994097653 -1.71995710765043 0.0446459049212649
rab marine constance lake al sl allo allo allo_D allo_D -5.68762215572651 0.0401441955067069 0.532405011069792 -0.0333310767262835
rab marine constance stream al sl allo allo allo_D allo_D -5.23389476761455 0.0381477828255303 0.349734026775305 -0.0888903191774307
rab marine cp marine al ns allo allo allo_S allo_S -3.31485458691388 -0.045939628051221 -1.40750632590169 -0.0116584672663033
rab marine denmark marine al ne allo allo allo_S allo_S -5.3367413733242 0.0483210086861914 0.0092785963562724 0.0862900199199357
rab marine geneva lake al sl allo allo allo_D allo_D -5.44990807383719 0.0443544564115457 0.324008010269745 -0.0915293016792596
rab marine geneva stream al sl allo allo allo_D allo_D -3.73823480836194 0.0489371397343285 -1.09933408957653 -0.169772852394805
rab marine japan japansea al jp allo allo allo_D allo_D -3.51542980849799 -0.216586986952647 0.410796486542774 -0.146412069552022
